Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2022-07-27,Home Videos,2019,https://boxd.it/33XXHd,4,,"It was a welcome surprise to see Pawel Pogorzelski credited in this 
—
Watched with Mary","hbomax, merry",2022-07-26
2022-08-05,Bullet Train,2022,https://boxd.it/368gVh,3.5,,"This is fun, goes off the rails in the end 
Ladybug went to therapy, put in the work",in theaters,2022-08-04
2022-08-06,Final Fantasy VII: Advent Children,2005,https://boxd.it/36keQj,4,Yes,This manages to do so much for video game lore and world building in cinematic language,youtube,2022-08-05
2022-08-08,Not Okay,2022,https://boxd.it/36DyMz,4.5,,"This blew me away. Well-written, with excellent performances",hulu,2022-08-07
2022-08-08,The Parent Trap,1998,https://boxd.it/36Mny5,3.5,,"Watched with Mary, Hannah, Ben, Elizabeth, Logan, Becca, and Myles","disney+, merry",2022-08-07
2022-08-09,All My Friends Hate Me,2021,https://boxd.it/36YVNH,3.5,,Yeah I know the feeling bruh,hulu,2022-08-08
2022-08-10,Arrival,2016,https://boxd.it/37eDhZ,4,Yes,"“Weapon opens time”


Watched with Chris & Stephanie",appletv,2022-08-09
2022-08-11,Hackers,1995,https://boxd.it/37lgEF,3.5,Yes,"Zero Cool crashed 1,507 systems in one day. Biggest crash in history. Front page <i>New York Times</i>, August 10, 1988.",youtube,2022-08-10
2022-08-11,Prey,2022,https://boxd.it/37qoN1,3.5,,"This has been getting such high “preys” but I can’t say I <i>loved</i> it 

Watched with Samo, Sam, Markvs, and Matthew","hulu, samo, markvs",2022-08-10
2022-08-12,Babyteeth,2019,https://boxd.it/37xGgX,4,,Eliza Scanlen stole my heart ,hulu,2022-08-11
2022-08-13,Midnight Mass,2021,https://boxd.it/37HLKD,4.5,Yes,"Mike Flanagan set the church on fire 🔥 
And Kate Siegel cut off an angel’s wings 👼",netflix,2022-08-12
2022-08-13,Antichrist,2009,https://boxd.it/37PMNT,4,,"fuck you, Lars",googleplay,2022-08-12
2022-08-14,Herman’s Cure-All Tonic,2008,https://boxd.it/37ZxCV,3,,"where are the rest of the people who worked on this Ari

where are the bodies ",youtube,2022-08-13
2022-08-14,Nightmare Alley,2021,https://boxd.it/381bGP,4.5,Yes,the end breaks my heart every time,hulu,2022-08-13
2022-08-14,Corpus Christi,2019,https://boxd.it/382Kjt,5,,I replaced <i>First Reformed</i> with this film in my Favorites,mubi,2022-08-13
2022-08-15,Top Gun: Maverick,2022,https://boxd.it/38bonB,4.5,Yes,"Hans Zimmer went so hard 

Watched with Abi","imax, in theaters",2022-08-14
2022-08-15,Charlie Countryman,2013,https://boxd.it/38dYfR,3,,I hate Snow Patrol but I love M83,googleplay,2022-08-14
2022-08-15,Westworld,1973,https://boxd.it/38fO1f,3.5,,Decided to give this a whirl before the season 4 finale tonight,hbomax,2022-08-14
2022-08-16,I Am Michael,2015,https://boxd.it/38uXp1,3,,LOL I forgot about <i>XY Magazine</i>,primevideo,2022-08-15
2022-08-19,Prey,2022,https://boxd.it/38ZQYF,4,Yes,"This gained a half star for the bear kill sequence alone, but that’s not mentioning that this delivers well in light of the original and all the tropes that recur throughout the series",hulu,2022-08-18
2022-08-19,The Big Lebowski,1998,https://boxd.it/393Ovf,4.5,,Watched with Jonathan at the Capri Theatre,in theaters,2022-08-18
2022-08-19,The Passion of the Christ,2004,https://boxd.it/396efB,5,Yes,I don’t know why I’ve done this,primevideo,2022-08-21
2022-08-20,Belle,2021,https://boxd.it/39gAHx,3.5,,Watched with my mom and Shelby,hbomax,2022-08-19
2022-08-22,The Wolf of Wall Street,2013,https://boxd.it/39GCXJ,5,,"I watched this and the premiere of the new HBO series <i>House of the Dragon</i> and only one of the two effectively uses voice over as a storytelling strategy. Weird how they also shared pregnant women and chest-beating and lots of talk about money. 

Bravo and bravo to Martin Scorsese for being the only director who can cut and release a 3-hour film these days and it's good",primevideo,2022-08-21
2022-08-26,On the Count of Three,2021,https://boxd.it/3ao42d,5,Yes,Watched with Markvs,"markvs, googleplay",2022-08-25
2022-08-27,The Lord of the Rings: The Two Towers,2002,https://boxd.it/3ay1jl,5,Yes,Watched at DogMud,television at a bar,2022-08-26
2022-08-29,Watcher,2022,https://boxd.it/3aXL8X,3,,I like Maika,shudder,2022-08-28
2022-08-29,Crimes of the Future,2022,https://boxd.it/3b1yzp,4.5,,that final shot 👌🏼,googleplay,2022-08-28
2022-08-31,Wolf,2021,https://boxd.it/3bjjzv,2,,"I watched this by mistake. I thought HBO Max was finally showing the acclaimed <a href=""https://letterboxd.com/film/wolf-short-film/""><i>Wolf</i> (short film)</a> directed by Jake Cockrell & Sam Graef.

<i>Wolf</i> (short film) is <a href=""https://www.youtube.com/watch?v=WMgPsdbHr50"">available on YouTube</a>.",hbomax,2022-08-30
2022-09-01,mother!,2017,https://boxd.it/3bvz1j,4,Yes,Why does the tortured artist torture others?,primevideo,2022-08-31
2022-09-02,Now You See Me,2013,https://boxd.it/3bILVf,2.5,,"Framed #174
🎥 🟩 ⬛ ⬛ ⬛ ⬛ ⬛

https://framed.wtf",,2022-09-01
2022-09-04,Jaws,1975,https://boxd.it/3c0JYd,5,,"3D in theaters at Cinemark in Pearl
Watched with Jake, Hunter, and Heath","in theaters, 3d, heathwalt",2022-09-03
2022-09-10,Barbarian,2022,https://boxd.it/3d7JmL,4,,This is so much fun,in theaters,2022-09-09
2022-09-10,Mysterious Circumstance: The Death of Meriwether Lewis,2022,https://boxd.it/3dbWWP,4.5,,"This made me miss being a midwesterner 

Watched at The Capri",in theaters,2022-09-09
2022-09-11,War and Peace,1965,https://boxd.it/3djmt9,5,,"It feels futile to try and put any words down about this experience. It is grand and epic, at times joyful and others despairing.

Russian filmmakers are insane 

I watched Mosfilm's 4K restoration",youtube,2022-09-10
2022-09-13,Moonfall,2022,https://boxd.it/3dN5fp,1,,"Who was this for? Like, what was the target demographic? Did anyone like this? Did literally everyone who watched it hate-watch it? Is this a psyop? ",hbomax,2022-09-12
2022-09-14,Possessor,2020,https://boxd.it/3dTqfx,4,Yes,"My favorite thing about the movie is like it feels like a, like a movie, feels like a real, like, you know, go to the theater film movie",hulu,2022-09-13
2022-09-16,Vampyr,1932,https://boxd.it/3efwjp,4.5,,<i>spooky szn intensifies</i>,hbomax,2022-09-15
2022-09-18,Obi-Wan Kenobi,2022,https://boxd.it/3eznA7,2,,"This added nothing to the greater <i>Star Wars </i>universe 

Watched with Micah and Jeana",disney+,2022-09-17
2022-09-19,Kill Bill: Vol. 1,2003,https://boxd.it/3eR2Mn,5,Yes,Watched at The Capri Theatre in Jackson as part of Tarantino Week,in theaters,2022-09-18
2022-09-19,Kill Bill: Vol. 2,2004,https://boxd.it/3eTdXv,4,Yes,Watched at The Capri Theatre in Jackson as part of Tarantino Week,in theaters,2022-09-18
2022-09-20,But I'm a Cheerleader,1999,https://boxd.it/3f4tQ3,5,Yes,My mom apologized for sending me to a conversion therapist. That’s a gay win 🏆,youtube,2022-09-19
2022-09-20,Ex Machina,2015,https://boxd.it/3f6OUT,5,Yes,"Watched with Shelby

“That was incredible,” she said, prompted only by the end credits","hbomax, shelby",2022-09-19
2022-09-22,The Last Duel,2021,https://boxd.it/3fp635,4,Yes,This is so much more effective in delivering on the theme of the masculine dominance over the feminine than Alex Garland’s <i>Men </i>(2022),hulu,2022-09-21
2022-09-22,Men,2022,https://boxd.it/3frIdr,3,Yes,"Shelby said she’d give this one 4 stars. She really liked the symbolism. 

I hated it even more this viewing","googleplay, shelby",2022-09-21
2022-09-25,Don't Worry Darling,2022,https://boxd.it/3fYE9B,3.5,,"This had a lot of interesting ideas that were never fully explored and too many things that were ultimately distractions from anything substantive. Harry Styles isn't an incredible actor like Florence Pugh, but he definitely was in a real, like, you know, go to the theater film movie.

Watched with Sam","samo, in theaters",2022-09-24
2022-09-26,Citizen Kane,1941,https://boxd.it/3gg8Mx,5,,"This completes my goal to watch films from 100 new directors this year.

Watched with Shelby",googleplay,2022-09-25
2022-09-28,Corpus Christi,2019,https://boxd.it/3gzm9d,5,Yes,The final shot reminds me of <i>Come and See</i> (1985) ,mubi,2022-09-27
2022-09-30,Diary of an African Nun,1977,https://boxd.it/3gYk4P,4,,"Thanks for putting me on to Le Cinéma Club, Matthew",lecinemaclub,2022-09-29
2022-09-30,Devs,2020,https://boxd.it/3h0rXB,5,Yes,"Watched with Shelby

This is my third viewing","hulu, shelby",2022-09-29
2022-10-04,Mean Girls,2004,https://boxd.it/3hMtGj,4,Yes,"Happy Mean Girls day to everyone who celebrates 

“On October 3rd, he asked me what day it is. ‘It’s October 3rd.’”",,2022-10-03
2022-10-05,The Woman King,2022,https://boxd.it/3i7Xuf,4.5,,"This was fucking awesome 

Viola Davis, p.g.a. (produces great art) 

Watched with JSyd and Shelby (thanks for the tix, JSyd)","in theaters, shelby, jsyd",2022-10-04
2022-10-06,Unforgiven,1992,https://boxd.it/3ikC9B,5,,"On the nature of storytelling and myth making, Clint Eastwood expresses some deep philosophical concerns with this film.

Watched with Markvs","markvs, 4k",2022-10-05
2022-10-08,Hellraiser,2022,https://boxd.it/3iBrlb,3.5,,sick,hulu,2022-10-07
2022-10-09,The Northman,2022,https://boxd.it/3iWkcN,4,Yes,Watched with Clay,"primevideo, 4k",2022-10-08
2022-10-10,Midsommar,2019,https://boxd.it/3j8a8Z,5,Yes,"Honestly? The theatrical cut is better than the director’s cut, especially in terms of pacing. I still love the director’s cut, but it’s a matter of the taste for indulgence. If you watch this as many times as I do, chances are the DC is for you.",googleplay,2022-10-09
2022-10-16,MASK,2022,https://boxd.it/3ktFrz,4,,"Private premiere with the cast, crew, and others credited for their contributions to the making of this film.","musecenter, samo, lumberjake, markvs, 4k",2022-10-14
2022-10-16,MASK,2022,https://boxd.it/3ktGT5,4,Yes,"I shared this with my mom and sister. 

My mom seems to believe MASK was contemplating whether or not to kill CHAINED because he may have been responsible for his daughter’s death, where my sister wondered if the MASK character was never a killer and didn’t think CHAINED was much more than the last straw for someone who was sick of a toxic situation. This tells me that the themes in MASK were strong, though it seems to me the ultimate meaning is intentionally obfuscated, leaving it up to the viewer to decide.","shelby, youtube",2022-10-15
2022-10-18,Firestarter,2022,https://boxd.it/3kVRZf,2,,"Woof 

Watched with Jawn Mizzles

Can I tell you a secret? It's something pretty much no one knows: Stephen King gets fucked up beyond recognition when he writes.

It's really surprising to most who learn this, given he's famous for the natural and human-sounding dialogue he writes for his characters. 

""Motivation, schmotivation,"" Stephen King utters his motto as he writes the next character who does whatever he thinks will make the plot more interesting.","primevideo, jawnmizzles",2022-10-17
2022-10-19,V/H/S: Viral,2014,https://boxd.it/3l27Oz,3.5,,"<i>Videodrome</i> walked so <i>V/H/S Viral</i> could... walk a little faster.

""It's gonna go viral""",hulu,2022-10-18
2022-10-20,ESCAPE,2019,https://boxd.it/3lgRY9,3,,"As far as storytelling goes this is off in pacing and is too long for what it is, but hot damn there’s still talent and creativity on display in terms of filmmaking ability. It’s impressive to make anything in 48 hours, so for that I laud this effort.",youtube,2022-10-19
2022-10-22,Midsommar,2019,https://boxd.it/3lGzZb,5,Yes,IDK seems pretty heavy on the metaphorical,youtube,2022-10-21
2022-10-28,Halloween,1978,https://boxd.it/3mXpjn,5,Yes,Watched at The Capri for classic Halloween movie week,"in theaters, heathwalt, samo, shelby, jxnfilmclub",2022-10-27
2022-10-29,Werewolf by Night,2022,https://boxd.it/3n1ylZ,4,,fun for the whole family 😊,disney+,2022-10-28
2022-10-30,Nadja,1994,https://boxd.it/3nirQP,3.5,,"Watched for free on <a href=""http://lecinemaclub.com"" title=""Le Cinéma Club "">Le Cinéma Club </a>

Thank you, David Lynch",lecinemaclub,2022-10-29
2022-10-30,The Rocky Horror Picture Show,1975,https://boxd.it/3nq1V1,4,,"My favorite part was the end when the narrator said the preceding 95 minutes were meaningless 

Watched with Jake",in theaters,2022-10-29
2022-10-30,Barbarian,2022,https://boxd.it/3nr9yB,4,Yes,Marry me Justin Long,"shelby, hbomax",2022-10-30
2022-11-01,Terrifier,2016,https://boxd.it/3nQQYd,2.5,,Happy Halloween 🎃,,2022-10-31
2022-11-02,TÁR,2022,https://boxd.it/3o7fxt,4,,"I saw this with Sam

Storytelling through editing is done well and reminds me a lot of <i>The Power of the Dog</i> but this doesn’t seem quite as interested in spinning a mystery. Instead, the focus is on the titular character, Lydia Tár, and the aura of mystery that surrounds such authoritative artists as conductors. 

<i>TÁR </i>is an examination of guilt and conscience

Lots to enjoy here","in theaters, samo",2022-11-01
2022-11-05,God Forbid: The Sex Scandal That Brought Down a Dynasty,2022,https://boxd.it/3oBUWJ,2,,"From beginning to end, this documentary is filled with outrageous real-life characters who want nothing less than to rule the world. The facts presented by ""The Pool Boy"" for his story are shocking. 

Falwell is a cuck? Yeah, I remember those headlines.

Falwell started dating his wife when he was 18 and she was 13? Holy fucken shit man that floored me. 

All of this somehow being a catalyst leading to Jan. 6 and the rise of Christian Nationalism? Completely bonkers, and completely American.

The production of this doc added lots of spectacle: drone shots, dramatic reenactments of conversations, fast-paced music. It felt like someone wanted to make an Adam McKay doc and turned it up 120%",hulu,2022-11-04
2022-11-05,Metropolis,1927,https://boxd.it/3oHmRx,5,,"""Great is the world and its maker! And great is man!""",,2022-11-04
2022-11-06,V for Vendetta,2005,https://boxd.it/3oP6JD,3.5,Yes,remember remember the fifth of November,,2022-11-05
2022-11-06,The Godfather Part II,1974,https://boxd.it/3oYWUL,5,,"This is the 1,000th film I've seen in my lifetime 
• 
Thanks to Mark for being here to celebrate","primevideo, markvs",2022-11-05
2022-11-07,Call Me by Your Name,2017,https://boxd.it/3pgX7V,5,Yes,I shared this with Shelby for her first time,"netflix, shelby",2022-11-06
2022-11-08,Ernest & Celestine,2012,https://boxd.it/3pmFF3,3,,I have a dentist appointment today,hulu,2022-11-07
2022-11-08,The Banshees of Inisherin,2022,https://boxd.it/3ptSxl,4.5,,"Definitely worth catching this in theaters since it was shot on location in Ireland. Apart from two VFX goofs, this was near fecking perfect.","in theaters, samo",2022-11-07
2022-11-11,Rogue One: A Star Wars Story,2016,https://boxd.it/3pVqTz,4,,"Framed #244
🎥 🟩 ⬛ ⬛ ⬛ ⬛ ⬛

<a href=""https://framed.wtf"" rel=""nofollow"">framed.wtf</a>

I need to watch <i>Andor</i> now",disney+,2022-11-10
2022-11-11,Black Panther,2018,https://boxd.it/3pXaOR,4.5,,I’m ready for <i>Wakanda Forever</i>,disney+,2022-11-10
2022-11-11,Black Panther: Wakanda Forever,2022,https://boxd.it/3q16Ff,4.5,,"We miss you, T’Challa 

Watched with Ben, Elizabeth, Eric, Mary, Anna, Drake, Myles, Becca, and Bryson",in theaters,2022-11-10
